Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,18,Engineering,91.94,97.07,77.95,70.86,61.52,6.2,75.28,57.06,A,28.9,0,1,High School,2,2,7.8
Male,18,Engineering,81.15,93.67,95.31,95.83,81.14,9.05,61.9,77.31,F,6.3,0,1,Bachelor's,0,6,5.9
Male,23,Engineering,86.84,70.8,95.79,52.12,94.36,0.21,86.19,52.4495,B,6.6,0,1,Master's,2,4,8.8
Female,19,CS,67.46,78.69,79.85,90.11,52.04,6.6,82.24,59.87,B,28.9,0,1,Not Reported,1,8,8.2
Female,22,Business,97.22,43.48,42.978,74.81,99.26,2.88,70.04,64.05,A,18.6,1,1,PhD,1,7,5.4
Male,22,CS,85.46,81.74,46.26,58.83,91.35,2.79,86.13,73.63,B,8.5,0,1,Not Reported,2,4,8.4
Female,23,Mathematics,71.09,82.43,91.48,73.87,88.08,2.25,54.92,91.01,C,16.2,1,1,High School,2,4,4.5
Male,20,CS,71.32,61.55,45.08,69.78,84.57,8.23,87.48,73.33,A,13.1,0,1,Master's,1,5,7.4
Male,22,Business,95.93,53.18,52.81,74.31,88.51,3.73,80.15,78.06,A,27.8,0,1,PhD,2,7,4.7
Male,22,CS,78.82,94.9,53.83,97.0,99.73,0.67,81.5,96.2,C,22.2,0,1,Not Reported,0,10,8.8
Male,18,CS,75.4314094558,65.6,76.01,82.87,88.51,0.97,53.23,87.83,F,8.3,1,1,PhD,1,9,4.2
Male,23,CS,75.4314094558,79.22,74.6,64.52,67.58,1.49,80.91,52.51,C,18.4,0,1,Not Reported,0,5,5.2
Male,22,Business,61.18,43.29,57.37,58.65,80.7,8.99,74.71,58.82,C,8.4,0,1,Bachelor's,0,3,6.7
Male,22,Engineering,86.18,64.84,52.46,71.0,66.85,4.27,74.29,52.4495,A,21.6,0,1,Bachelor's,2,9,6.9
Female,18,Business,80.39,89.04,85.87,72.58,98.5,9.16,66.09,53.45,B,23.2,0,1,Not Reported,0,1,6.6
Male,22,CS,75.07,63.25,96.13,74.81,95.01,8.17,50.38,66.94,D,19.1,0,1,Not Reported,1,2,7.7
Female,18,Engineering,81.2,76.19,43.17,74.81,78.38,8.38,71.13,86.39,C,28.9,0,1,Not Reported,0,4,4.2
Female,20,Business,60.41,52.59,47.99,88.38,89.06,2.87,70.05,62.22,F,28.6,1,1,Not Reported,1,6,6.8
Male,21,CS,89.7,64.99,78.53,54.92,95.48,2.71,71.14,69.61,A,10.1,0,1,High School,0,3,7.1
Female,24,Engineering,97.41,95.66,88.27,78.02,62.18,5.6,80.6,69.69,A,6.3,0,0,Bachelor's,1,10,5.0
Female,18,Engineering,94.56,73.99,87.47,81.18,78.97,4.18,65.0,79.52,A,21.6,0,1,Bachelor's,1,3,7.3
Female,18,CS,66.07,94.12,83.18,60.34,74.09,5.09,63.47,94.65,B,16.9,0,1,Not Reported,1,9,7.3
Male,22,CS,70.3,94.12,93.25,91.3,88.58,0.53,74.89,97.513,D,13.4,0,1,Not Reported,2,3,6.7
Male,18,Engineering,75.4314094558,96.65,53.04,80.77,68.95,9.72,79.62,80.23,A,27.9,1,1,Master's,0,5,5.3
Male,23,CS,79.76,93.72,46.44,82.29,85.45,0.58,78.37,75.25,B,28.9,0,1,High School,1,3,6.1
Male,19,Business,77.4,43.29,76.92,74.89,70.15,1.79,94.08,84.09,F,28.3,0,1,Not Reported,1,1,5.4
Male,19,Mathematics,96.33,96.04,89.34,95.48,55.55,6.78,88.46,83.4,B,17.5,1,1,Not Reported,1,5,7.8
Female,20,Engineering,75.4314094558,48.25,74.92,84.7,55.36,1.56,52.61,76.2,B,22.6,0,1,Bachelor's,2,5,7.1
Female,18,Engineering,75.75,43.29,96.79,69.09,55.95,1.07,78.17,86.85,D,9.3,0,1,PhD,1,3,4.8
Male,23,CS,52.899,43.32,87.73,61.93,51.63,1.54,70.89,74.56,F,28.8,1,0,Not Reported,2,9,6.8
Female,22,Business,53.47,60.93,82.05,53.55,76.65,0.62,68.05,97.513,D,12.1,0,0,Not Reported,1,10,8.5
Female,22,CS,52.899,77.25,43.62,58.27,83.6,2.51,97.89,52.45,D,9.8,0,1,Not Reported,1,4,8.2
Female,24,Engineering,95.66,64.14,46.46,99.63,56.34,2.71,72.84,72.16,A,6.5,0,1,PhD,0,3,8.5
Female,21,Mathematics,70.42,43.29,87.09,70.34,80.59,4.99,85.97,69.85,F,18.8,1,1,Master's,2,5,8.6
Male,20,Engineering,73.43,68.59,51.89,94.93,79.89,4.39,98.35,88.52,C,28.7,0,1,Bachelor's,0,7,4.9
Male,23,Business,75.4314094558,66.53,42.978,74.81,57.35,4.74,57.55,59.54,F,8.4,0,1,Master's,2,2,7.6
Male,23,Engineering,80.46,85.41,94.65,71.27,70.2,6.16,52.73,71.7,A,8.0,0,1,High School,1,5,7.2
Female,24,CS,80.48,56.78,93.45,98.03,87.76,2.31,65.68,84.9,C,11.8,1,1,PhD,1,3,4.2
Female,24,Business,64.83,53.05,53.11,54.56,50.84,1.35,52.22,80.16,B,21.6,0,1,High School,0,9,7.9
Male,22,CS,91.7,55.36,86.81,74.81,57.35,8.79,55.84,77.26,B,18.7,0,1,Not Reported,0,8,5.0
Male,21,Business,58.29,58.22,42.978,95.96,99.79,6.34,99.59,71.75,F,7.4,0,1,Master's,0,9,8.6
Female,22,CS,52.899,75.95,57.1,97.48,86.68,0.61,98.01,87.6,F,16.1,0,1,Not Reported,2,6,8.2
Male,21,Business,59.58,68.29,77.42,92.3,73.21,9.61,84.56,82.32,C,6.7,1,1,High School,0,4,7.8
Male,19,CS,63.39,60.21,85.79,74.81,81.49,6.93,87.65,93.74,D,26.3,0,0,Not Reported,0,9,7.5
Female,23,Engineering,64.12,62.46,42.978,82.61,92.31,1.52,57.02,86.65,C,7.7,1,1,Master's,0,4,6.4
Female,24,Engineering,83.53,62.26,59.57,61.02,92.12,9.69,79.76,57.02,C,16.8,0,0,PhD,2,4,8.0
Male,19,Engineering,60.89,97.121,52.86,86.53,66.24,3.65,57.72,80.98,A,17.8,0,1,Not Reported,1,2,8.1
Female,22,CS,83.83,53.98,96.79,98.92,74.56,9.85,68.92,52.4495,F,18.3,0,1,Not Reported,0,1,4.5
Male,20,Engineering,54.56,89.08,80.26,76.3,81.9,1.03,67.27,69.37,F,20.2,0,1,Master's,1,10,5.7
Female,18,CS,57.36,82.49,64.34,74.81,53.59,1.6,80.7,70.6,D,22.5,0,0,Not Reported,0,4,5.6
Female,20,Engineering,75.44,43.29,44.54,78.67,97.29,6.57,53.98,92.74,A,6.3,1,1,High School,0,6,4.6
Male,20,CS,75.4314094558,97.121,75.92,84.53,71.64,0.22,55.17,59.02,F,6.3,0,1,Not Reported,1,4,8.8
Female,18,Engineering,92.98,85.39,78.5,60.41,68.54,0.19,80.5,82.18,A,20.3,0,1,Not Reported,0,4,6.9
Male,23,CS,97.5205,80.95,88.98,85.96,95.36,7.92,81.81,59.62,A,9.6,0,1,Not Reported,0,2,6.9
Female,19,Mathematics,82.52,64.32,57.31,79.37,55.91,1.68,66.99,97.43,F,25.8,1,1,High School,0,3,5.9
Male,19,Engineering,83.79,73.31,96.79,80.62,51.96,9.19,57.34,76.47,C,20.7,0,1,Master's,1,3,7.8
Female,23,CS,81.25,55.2,66.37,65.3,84.25,4.26,94.3,85.41,D,28.9,1,1,Not Reported,2,7,6.4
Female,18,Engineering,75.4314094558,43.29,57.76,57.76,69.25,8.74,52.65,82.33,D,23.2,0,1,Bachelor's,1,4,7.7
Male,21,Business,57.36,90.16,60.91,81.17,88.22,4.18,85.87,65.18,D,7.3,0,0,Bachelor's,0,3,8.4
Female,20,CS,77.19,93.79,71.18,79.31,53.43,5.3,57.0,95.06,A,9.3,0,1,Not Reported,1,5,7.3
Male,22,Engineering,69.3,49.75,96.2,66.9,69.19,3.17,81.87,81.36,C,6.3,0,1,Not Reported,0,4,7.1
Female,19,Engineering,72.13,87.22,84.11,64.79,61.77,6.58,83.18,75.52,A,23.5,0,1,High School,1,1,7.9
Female,23,CS,76.18,84.47,74.63,67.36,86.98,3.18,90.21,76.42,C,8.2,1,1,Not Reported,1,6,6.5
Male,22,Business,56.42,50.7,49.77,74.49,61.36,2.23,69.75,94.53,D,21.6,1,1,Not Reported,1,5,8.1
Female,24,CS,67.97,65.31,48.96,98.74,72.9,0.81,51.09,52.96,D,18.9,0,1,Master's,0,7,4.5
Female,18,CS,53.17,65.37,70.13,88.18,90.94,0.58,90.55,69.45,D,20.8,0,1,High School,2,8,5.2
Male,22,Business,97.5205,85.6,83.72,92.59,95.77,3.06,72.2,92.08,B,17.7,1,1,Not Reported,0,3,8.6
Female,22,Engineering,55.93,90.26,85.06,75.28,86.13,7.36,92.35,52.4495,D,6.3,1,1,Master's,0,4,4.9
Male,20,Business,62.93,45.69,53.55,76.31,71.46,2.06,88.8,81.96,A,11.3,1,1,PhD,2,5,6.3
Male,18,Engineering,94.56,73.78,46.01,60.22,78.6,2.99,74.92,70.16,A,27.1,0,1,Master's,2,8,6.4
Male,22,Business,74.14,85.7,63.07,74.81,84.48,9.05,99.97,60.23,F,28.2,1,1,Not Reported,0,10,6.1
Female,19,Business,56.78,87.17,95.09,71.08,93.75,6.39,73.1,80.57,C,7.4,0,0,Bachelor's,1,7,8.3
Female,18,CS,69.21,48.88,72.72,87.12,94.43,9.2,84.83,91.55,D,28.8,0,1,Bachelor's,0,7,7.7
Male,19,Business,55.79,71.53,59.21,74.81,96.55,9.11,83.49,73.37,C,21.8,1,1,Bachelor's,2,5,8.1
Female,23,Engineering,60.01,91.45,59.42,55.43,90.54,0.63,75.9,57.34,F,28.1,0,1,Bachelor's,1,4,8.8
Male,23,CS,52.899,59.11,47.93,58.65,57.34,9.55,79.27,65.31,D,15.0,0,1,Not Reported,1,1,8.8
Female,24,Engineering,71.91,65.51,68.39,90.58,87.38,0.51,89.93,97.513,F,7.5,0,1,Not Reported,0,6,8.5
Male,21,CS,90.33,88.26,87.48,74.81,90.73,9.26,78.58,55.55,A,12.6,0,1,Master's,1,9,6.8
Male,23,Business,79.3,45.36,96.79,63.22,93.89,5.47,72.51,58.04,C,22.2,0,1,High School,1,2,5.5
Female,22,Engineering,80.32,91.57,70.1,96.47,96.24,5.33,83.1,97.513,F,24.9,0,1,High School,0,1,7.6
Male,18,Mathematics,60.03,58.67,50.03,82.88,75.46,7.13,51.78,94.11,D,6.3,1,0,Not Reported,2,10,8.7
Male,23,CS,67.19,43.29,80.98,55.72,82.75,8.79,55.46,85.36,B,17.2,0,1,High School,0,5,8.8
Female,19,Engineering,92.26,54.05,85.41,57.18,50.48,6.17,56.27,57.55,A,6.6,0,1,PhD,2,4,7.1
Male,22,CS,54.39,45.37,44.3,63.62,78.64,4.25,71.29,62.03,F,26.6,0,1,Not Reported,1,4,7.5
Male,23,Engineering,75.4314094558,45.54,91.01,79.7,73.66,1.12,93.59,59.01,D,16.9,1,1,Bachelor's,2,1,5.4
Female,20,Business,74.18,81.57,89.76,74.81,98.12,7.89,82.16,81.55,D,27.9,0,1,Not Reported,1,1,5.0
Male,19,Business,91.86,52.84,68.35,63.72,95.09,1.28,98.63,69.94,B,7.0,0,1,Master's,1,1,7.2
Male,24,Business,65.9,96.08,73.63,93.53,89.88,7.26,52.0,52.4495,D,13.3,0,1,Master's,0,8,5.1
Male,24,Business,66.94,70.99,82.8,55.46,52.85,5.28,86.1,64.56,F,21.9,1,1,Master's,1,1,6.0
Male,24,CS,87.58,67.61,80.6,60.38,70.1,3.86,65.71,93.03,A,12.3,0,1,Bachelor's,0,5,6.5
Male,19,CS,89.25,66.06,42.978,98.52,84.8,6.13,51.16,89.8,A,26.0,0,1,Not Reported,0,10,8.7
Male,24,Engineering,61.48,81.56,47.35,56.74,51.48,7.72,91.3,82.15,C,28.9,1,1,High School,0,6,8.8
Male,21,Engineering,97.5205,67.14,49.76,94.41,61.79,9.41,58.13,54.28,A,12.0,0,1,High School,1,7,5.2
Male,20,CS,54.22,47.72,85.34,85.2,94.38,2.65,60.7,94.14,C,14.0,0,1,Bachelor's,1,5,4.7
Female,21,Engineering,53.43,92.81,66.41,53.65,56.49,9.47,67.02,76.73,D,28.9,0,1,PhD,0,9,5.1
Male,23,Engineering,79.78,65.7,72.73,74.19,52.57,9.61,89.42,74.73,B,14.0,1,0,Not Reported,0,1,6.6
Male,20,CS,75.4314094558,44.44,86.36,75.95,79.03,8.14,81.23,96.7,D,18.9,0,1,PhD,1,7,7.9
Female,19,Business,97.5205,71.76,60.46,96.61,97.32,8.81,63.24,52.4495,A,24.2,0,1,High School,0,6,6.6
Male,21,Engineering,70.25,78.84,84.93,74.81,91.73,6.92,58.42,77.79,C,16.0,1,1,Bachelor's,1,9,8.7
Male,22,CS,52.899,56.53,66.54,72.34,98.74,0.39,55.48,89.56,C,14.3,0,1,PhD,0,6,7.2
Male,20,CS,75.4314094558,88.02,62.63,55.62,87.68,5.75,57.49,53.18,A,17.4,0,1,Not Reported,0,2,6.4
Male,19,Business,64.48,80.19,59.98,81.96,71.87,7.47,93.41,67.86,D,24.5,0,0,Not Reported,0,9,7.9
Male,18,Mathematics,71.65,79.02,96.79,60.54,97.33,9.42,96.13,97.513,B,12.8,1,1,Master's,0,4,8.8
Male,20,Engineering,75.4314094558,65.25,86.32,53.88,71.33,5.7,98.4,60.59,A,13.8,1,1,Not Reported,0,9,5.7
Female,20,CS,75.4314094558,97.121,42.978,99.85,67.5,7.94,91.74,76.56,C,9.7,0,1,Not Reported,2,3,5.4
Female,23,Mathematics,74.3,56.45,96.79,63.48,72.41,7.05,94.37,87.3,C,22.5,0,1,Not Reported,1,3,5.1
Female,22,Engineering,71.32,74.66,86.53,74.81,90.7,2.81,90.81,69.52,A,27.5,0,1,Bachelor's,0,5,6.7
Female,23,Business,85.63,58.54,48.95,74.81,95.88,1.55,97.9,70.39,A,9.6,0,1,High School,1,8,6.3
Female,24,Business,75.4314094558,84.69,44.58,91.08,67.88,7.51,92.28,53.16,B,6.3,0,1,Master's,0,9,5.2
Male,20,CS,59.26,43.29,58.49,53.2,73.11,2.34,73.1,59.5,C,14.5,1,1,Master's,1,4,7.6
Male,20,Engineering,75.4314094558,43.29,77.45,55.27,94.92,2.45,66.16,94.03,D,15.3,0,1,Bachelor's,2,8,5.5
Male,24,CS,75.4314094558,88.65,76.99,54.51,52.35,6.44,79.21,90.92,F,21.1,1,1,Not Reported,1,10,7.8
Male,22,CS,58.95,66.06,56.55,52.35,89.19,7.89,80.41,65.23,F,7.1,0,1,Not Reported,1,5,8.2
Male,22,Business,75.4314094558,60.47,66.74,82.97,72.71,5.82,78.75,69.09,C,25.5,0,1,Not Reported,0,9,8.3
Female,21,Business,97.5205,76.45,52.71,79.42,68.83,8.85,85.34,72.02,A,19.3,0,0,Not Reported,1,3,4.7
Female,19,Business,82.61,82.11,43.03,83.14,72.35,2.11,84.95,67.3,A,18.6,0,1,Not Reported,0,8,5.5
Male,19,Engineering,80.33,52.07,71.02,75.28,70.93,2.52,54.36,82.7,A,12.9,0,1,High School,1,5,6.6
Male,21,CS,75.4314094558,51.13,60.82,90.88,87.83,6.37,64.28,52.4495,F,14.1,0,1,PhD,2,8,8.2
Male,19,CS,65.63,97.121,72.57,77.33,96.4,8.29,94.49,94.01,D,6.4,0,1,Bachelor's,1,10,6.0
Female,20,CS,75.4314094558,75.38,96.79,95.94,74.57,5.39,79.5,65.03,A,23.8,1,1,Master's,2,1,7.3
Female,21,Engineering,97.5205,63.41,48.6,74.28,91.64,0.1,66.43,93.62,A,20.1,1,1,PhD,0,9,6.3
Male,21,Engineering,74.84,88.09,42.978,89.53,86.6,6.77,92.52,72.72,B,28.9,1,1,Not Reported,1,5,4.2
Female,19,CS,64.51,71.51,44.61,70.37,66.53,8.14,62.45,88.82,B,13.8,1,1,PhD,2,3,5.6
Male,18,Mathematics,88.51,54.5,67.76,71.76,79.37,2.77,70.46,91.29,A,21.7,0,0,High School,0,2,7.8
Female,19,CS,75.4314094558,52.4,82.42,92.45,83.34,0.54,63.81,65.06,D,28.0,1,1,High School,2,3,7.7
Female,23,Business,75.4314094558,63.81,74.85,74.81,51.17,5.18,93.57,82.02,F,22.8,0,1,Not Reported,0,1,8.4
Male,18,Engineering,90.95,91.59,69.69,78.25,69.8,0.42,86.41,80.37,A,6.3,0,1,Not Reported,2,6,7.0
Female,21,CS,56.25,43.69,61.24,86.32,99.63,4.16,73.01,73.8,D,20.8,1,1,Bachelor's,0,7,7.8
Female,18,Business,97.5205,53.11,58.6,87.52,81.86,0.18,96.62,73.48,A,18.6,0,1,Master's,0,10,6.1
Male,20,Business,97.5205,93.59,62.58,79.57,66.71,2.25,96.37,65.26,A,17.5,0,1,Not Reported,0,7,5.7
Female,22,Engineering,96.84,47.3,76.7,72.4,62.5,3.89,85.58,65.51,A,18.8,0,0,PhD,0,2,5.7
Male,18,Engineering,74.8,77.78,50.07,63.04,60.47,1.12,94.6,77.41,C,16.5,1,1,Not Reported,2,3,4.8
Female,23,CS,62.3,52.81,86.28,95.47,70.08,1.14,85.97,52.4495,A,22.3,0,1,Not Reported,0,4,6.2
Male,22,Engineering,79.1,76.35,74.52,68.49,59.66,8.27,81.41,96.68,D,6.3,0,1,PhD,1,10,8.1
Male,20,Mathematics,71.0,62.99,56.15,89.95,56.76,0.41,71.04,82.5,D,9.7,0,1,Master's,2,7,4.2
Female,23,CS,60.3,46.1,70.07,74.81,68.2,6.89,63.67,72.17,F,14.1,1,1,Not Reported,2,10,6.9
Female,24,CS,71.18,74.95,96.79,61.61,80.35,8.14,53.01,53.09,B,16.3,0,1,Not Reported,2,8,4.9
Male,22,Mathematics,75.4314094558,80.98,42.978,67.28,57.32,1.31,90.04,81.5,B,8.3,0,1,Not Reported,2,9,7.7
Female,24,CS,53.55,80.82,51.97,74.81,52.22,1.95,56.11,52.4495,F,25.5,1,1,Master's,0,6,4.7
Female,20,Engineering,66.67,78.22,66.9,65.97,51.73,6.41,70.52,83.99,A,28.2,0,1,Bachelor's,2,7,4.8
Female,22,Engineering,52.899,70.01,78.31,52.07,63.37,3.16,61.73,53.63,D,23.8,1,1,Bachelor's,0,8,4.2
Male,22,Engineering,87.47,71.17,52.73,58.69,59.51,4.76,72.73,82.81,B,28.2,0,1,High School,0,7,6.2
Male,19,Engineering,75.4314094558,78.14,95.88,62.96,76.96,8.36,65.75,70.29,D,23.6,0,1,Not Reported,0,7,7.2
Male,23,CS,53.13,81.42,78.55,58.8,72.79,1.38,91.48,83.13,F,16.0,0,0,Not Reported,1,9,5.4
Female,23,CS,75.4314094558,79.29,92.65,60.19,66.24,6.2,98.91,56.92,D,14.8,0,1,Master's,0,10,4.2
Female,18,Business,52.899,75.22,59.76,88.45,91.68,9.42,97.08,55.87,F,9.2,0,1,Master's,0,6,8.7
Male,24,Business,79.5,49.35,89.74,70.6,75.25,0.57,81.12,62.37,A,7.2,0,1,Bachelor's,1,1,8.3
Male,24,Engineering,88.82,52.64,62.69,74.81,54.58,0.6,98.96,70.58,B,10.5,1,0,Not Reported,1,3,6.3
Female,23,Engineering,89.39,55.61,55.17,98.33,64.79,5.55,70.04,62.65,A,18.3,1,1,Not Reported,0,5,8.1
Female,23,CS,52.899,95.18,94.7,72.34,98.67,9.6,76.12,54.1,F,8.4,0,1,Bachelor's,1,9,8.0
Female,22,CS,95.32,85.56,45.53,96.38,98.85,2.2,62.84,66.25,A,28.8,0,1,Not Reported,0,1,6.8
Female,24,Business,75.4314094558,73.17,96.57,64.95,62.73,3.31,94.9,85.29,B,10.5,0,1,High School,1,2,6.6
Male,21,Engineering,78.07,55.12,67.51,70.03,58.36,0.99,58.99,79.15,B,25.8,0,1,Not Reported,1,3,7.3
Female,19,CS,74.1,46.65,96.79,69.81,74.78,3.62,80.52,97.513,B,25.5,0,1,High School,2,4,7.6
Female,18,CS,52.899,93.93,72.38,77.3,74.07,0.44,89.97,71.8,C,8.5,0,1,Not Reported,2,6,8.1
Male,19,CS,78.1,93.56,85.45,79.21,70.51,3.89,79.77,66.64,D,22.8,0,1,Not Reported,0,7,6.9
Male,18,CS,70.47,46.64,42.978,62.41,76.47,5.55,53.94,84.68,A,25.6,1,1,Not Reported,0,7,7.7
Female,20,Business,88.64,87.83,69.8,89.68,61.61,9.75,80.57,70.6,A,27.1,0,0,Master's,2,2,4.9
Male,22,Mathematics,75.4314094558,66.8,84.25,74.83,55.75,8.18,88.35,80.92,C,28.8,1,1,Bachelor's,1,3,7.7
Female,23,Business,84.18,59.44,86.97,50.35,78.52,8.22,59.39,97.31,D,28.3,1,1,Not Reported,1,1,4.3
Female,23,Mathematics,55.07,84.35,49.48,79.57,96.63,2.28,86.85,74.96,D,12.8,0,1,Not Reported,1,1,7.3
Male,21,Mathematics,56.65,76.86,65.14,89.9,56.89,0.87,93.93,74.91,D,11.7,0,1,High School,1,6,7.6
Male,24,Engineering,56.99,86.8,65.14,62.52,85.24,6.03,99.32,88.76,D,14.9,1,1,Master's,0,4,8.8
Female,24,CS,52.899,44.46,46.22,51.89,71.89,5.21,70.5,87.8,D,16.6,0,1,Bachelor's,1,10,6.1
Male,19,Business,77.07,59.12,66.58,90.36,64.7,5.17,51.26,75.81,B,10.8,0,1,Not Reported,2,4,4.6
Female,19,CS,89.7,59.16,88.43,98.81,92.66,1.09,70.95,53.24,A,7.2,0,1,PhD,0,9,5.7
Female,19,CS,80.52,59.79,58.01,53.83,72.82,4.94,83.01,97.513,F,21.4,1,1,Not Reported,0,8,6.1
Female,24,CS,78.75,70.15,65.95,96.9,79.17,1.5,94.57,68.87,F,9.4,0,0,High School,1,3,7.8
Male,23,Engineering,84.03,56.98,96.79,67.96,72.15,4.22,96.91,65.84,C,27.9,0,1,PhD,2,3,4.9
Female,24,CS,66.98,66.66,42.978,97.07,54.06,0.62,95.48,97.513,A,12.2,0,1,Not Reported,2,8,4.8
Female,19,CS,68.1,62.07,75.49,82.44,79.75,8.57,82.9,93.61,D,9.9,0,1,Master's,1,2,5.1
Female,22,Engineering,65.71,84.12,84.61,94.51,70.94,0.13,84.13,66.51,D,9.9,0,1,High School,1,10,5.2
Male,18,Business,85.61,76.21,85.65,89.29,54.34,9.39,50.12,65.42,B,12.2,0,1,Master's,2,5,8.6
Female,23,Engineering,58.08,79.22,82.96,51.4,79.79,8.63,68.19,86.05,D,20.3,0,1,Not Reported,0,6,4.8
Female,22,Business,52.899,52.64,83.59,53.27,50.49,7.53,95.34,66.72,F,28.9,0,0,Bachelor's,2,5,6.1
Female,20,CS,79.81,59.53,43.54,76.29,60.43,9.83,84.48,62.57,B,17.2,0,1,PhD,0,1,6.0
Male,22,CS,97.12,43.29,72.05,56.48,89.05,0.54,73.4,97.513,B,20.0,0,1,High School,1,5,4.6
Female,22,Engineering,80.47,46.5,86.98,73.05,51.9,6.42,55.21,78.29,B,26.1,1,1,Not Reported,2,9,4.5
Female,20,Engineering,89.15,55.9,45.64,97.73,82.33,8.49,62.32,88.12,A,13.4,0,1,High School,1,10,8.5
Male,22,Engineering,83.64,43.93,42.978,74.81,97.49,1.27,77.75,85.65,F,9.5,1,1,PhD,0,2,8.2
Male,18,Business,74.87,76.16,88.87,74.45,58.56,5.85,94.88,87.78,B,15.8,0,0,Bachelor's,2,3,8.7
Female,23,Business,85.92,97.121,82.74,69.21,70.86,3.94,54.79,95.17,A,13.0,0,1,Not Reported,1,6,5.6
Female,21,Mathematics,91.21,46.05,64.73,81.49,78.77,4.36,57.69,75.04,A,26.7,1,0,PhD,0,3,6.6
Female,24,CS,61.24,89.27,96.42,59.69,72.52,9.13,82.75,87.67,B,28.9,1,1,Not Reported,0,6,5.3
Male,20,CS,75.4314094558,47.13,86.0,74.81,81.02,5.39,64.71,89.84,D,22.2,0,1,High School,0,7,6.0
Male,23,Engineering,61.19,80.19,96.79,92.94,70.2,0.93,58.49,97.32,A,21.3,0,1,Not Reported,0,3,8.0
Female,19,CS,72.61,78.59,95.76,90.57,57.43,9.37,58.92,85.65,D,22.9,1,1,PhD,1,4,6.4
Male,18,CS,75.4314094558,94.16,68.88,89.46,54.45,1.85,74.63,94.63,C,16.7,0,1,PhD,1,6,4.5
Female,21,CS,67.26,46.84,85.28,88.55,87.22,8.93,79.19,54.75,B,20.7,1,1,Bachelor's,2,1,4.2
Female,18,CS,75.4314094558,58.93,80.15,72.97,61.93,9.71,95.22,56.3,B,6.8,1,1,PhD,1,1,5.2
Male,18,CS,93.02,45.45,88.69,86.44,92.37,8.78,76.49,57.92,A,17.3,0,1,Not Reported,0,5,4.9
Female,19,CS,75.77,64.44,87.26,69.36,87.15,6.77,84.56,57.24,A,13.3,1,1,PhD,0,8,8.0
Male,21,Engineering,76.77,94.7,49.19,55.04,52.47,7.44,59.03,54.38,F,6.3,0,1,Not Reported,0,1,7.3
Male,24,Engineering,93.04,86.89,54.02,74.81,60.06,7.0,85.67,56.13,A,18.6,0,1,Bachelor's,2,1,8.2
Female,18,Business,74.53,83.37,55.94,57.93,64.6,4.61,82.43,97.513,C,14.0,1,1,Not Reported,0,1,6.1
Male,19,Engineering,84.08,71.98,89.11,69.54,79.72,2.74,60.81,63.61,A,19.8,1,1,Not Reported,1,10,6.9
Female,20,CS,54.28,93.01,88.64,64.87,90.49,2.85,83.47,73.9,F,17.8,0,1,Not Reported,1,1,6.1
Male,19,CS,58.93,66.97,69.72,79.96,53.02,7.31,60.57,91.08,C,11.9,0,0,Not Reported,2,9,5.1
Female,22,CS,70.22,48.98,74.85,68.08,62.48,6.26,79.68,55.92,B,18.5,0,1,Master's,0,2,7.2
Female,23,Business,74.74,90.26,89.62,85.28,68.81,5.85,83.44,65.87,B,14.5,0,1,Not Reported,0,6,5.9
Female,19,Business,97.5205,56.78,58.76,75.61,59.17,6.53,84.67,57.96,A,28.0,0,1,PhD,0,2,5.2
Male,19,CS,97.5205,43.29,43.01,95.97,77.26,7.75,95.46,53.13,A,14.4,0,1,Master's,0,5,8.7
Female,19,CS,92.56,47.56,68.96,74.81,73.9,7.48,97.39,97.513,B,6.3,1,1,Not Reported,1,5,4.5
Male,24,Mathematics,65.78,76.54,94.82,84.39,65.82,1.05,90.51,92.92,D,24.1,0,1,Not Reported,1,9,7.9
Male,18,Engineering,97.5205,76.42,87.43,74.81,75.84,3.63,93.94,93.96,A,28.9,0,1,Bachelor's,1,4,6.7
Male,24,Business,75.4314094558,55.61,62.0,74.81,67.79,2.64,50.97,93.43,C,9.2,0,1,Not Reported,0,6,7.8
Male,21,CS,69.65,83.63,43.89,68.58,67.16,5.38,68.13,57.73,A,28.9,1,1,Not Reported,1,4,4.4
Male,19,CS,85.08,86.42,78.22,65.27,63.27,0.61,51.99,89.25,A,20.4,0,1,Bachelor's,0,6,6.0
Female,19,Business,52.899,95.23,90.07,74.81,77.02,7.62,61.24,86.39,D,26.2,0,1,Master's,2,3,8.0
Male,22,Engineering,57.31,75.1,79.9,63.26,72.21,1.07,69.09,96.27,D,16.8,1,1,Master's,2,4,8.1
Female,22,Engineering,91.48,86.77,65.5,75.09,59.82,2.71,93.38,60.97,A,20.6,0,1,Not Reported,1,9,7.9
Female,20,Engineering,82.28,85.19,47.4,74.81,50.65,7.83,75.59,70.7,D,26.0,1,1,PhD,0,1,7.7
Male,20,Engineering,68.21,55.47,94.65,74.81,57.55,0.52,82.44,64.75,B,28.9,0,1,PhD,2,7,5.9
Female,22,Business,75.03,58.61,56.56,57.89,52.14,6.6,68.14,62.9,F,9.6,0,1,High School,2,3,7.6
